timestamp,method,url,response_time,is_bottleneck,queue_length,cpu_utilization,memory_usage
1731896135545,GET,/main.html,113,False,4,54.87,487.21
1731896135565,GET,/main.html,71,False,5,58.06,324.38
1731896135585,GET,/main.html,144,False,3,47.67,350.56
1731896135605,GET,/main.html,139,False,0,37.2,463.36
1731896135625,GET,/main.html,63,False,1,48.58,182.83
1731896135645,GET,/main.html,70,False,4,58.66,321.03
1731896135665,GET,/main.html,135,False,5,54.54,472.78
1731896135685,GET,/main.html,61,False,2,35.1,119.43
1731896135705,GET,/main.html,56,False,0,53.99,192.06
1731896135725,GET,/main.html,138,False,1,45.42,307.87
1731896135745,GET,/main.html,81,False,1,59.81,182.21
1731896135765,GET,/main.html,666,True,12,66.94,1492.94
1731896135785,GET,/main.html,144,False,2,50.96,208.19
1731896135805,GET,/main.html,65,False,0,40.76,230.85
1731896135825,GET,/main.html,602,True,12,77.7,1226.3
1731896135845,GET,/main.html,774,True,13,72.32,756.46
1731896135865,GET,/main.html,86,False,1,33.4,196.02
1731896135885,GET,/main.html,136,False,0,55.4,417.64
1731896135905,GET,/main.html,61,False,5,47.99,334.13
1731896135925,GET,/main.html,133,False,3,57.97,256.37
1731896135945,GET,/main.html,102,False,2,39.35,305.03
1731896135965,GET,/main.html,405,False,4,36.25,127.66
1731896135985,GET,/main.html,110,False,4,32.5,497.37
1731896136005,GET,/main.html,98,False,2,43.13,241.32
1731896136025,GET,/main.html,83,False,4,47.61,492.87
1731896136045,GET,/main.html,133,False,5,39.39,278.07
1731896136065,GET,/main.html,136,False,5,49.76,422.93
1731896136085,GET,/main.html,790,True,28,61.56,536.19
1731896136105,GET,/main.html,89,False,5,54.69,385.2
1731896136125,GET,/main.html,96,False,2,57.05,125.31
1731896136145,GET,/main.html,146,False,4,57.23,153.99
1731896136165,GET,/main.html,548,True,18,84.46,934.61
1731896136185,GET,/main.html,56,False,1,37.03,244.54
1731896136205,GET,/main.html,71,False,1,50.93,364.94
1731896136225,GET,/main.html,105,False,2,43.02,258.78
1731896136245,GET,/main.html,71,False,4,31.05,152.16
1731896136265,GET,/main.html,73,False,4,31.95,145.53
1731896136285,GET,/main.html,138,False,5,40.33,368.55
1731896136305,GET,/main.html,82,False,4,33.96,413.21
1731896136325,GET,/main.html,138,False,4,48.18,217.48
1731896136345,GET,/main.html,76,False,0,50.07,221.34
1731896136365,GET,/main.html,120,False,0,41.05,143.84
1731896136385,GET,/main.html,141,False,3,45.1,110.26
1731896136405,GET,/main.html,144,False,1,36.96,463.2
1731896136425,GET,/main.html,134,False,0,36.86,348.91
1731896136445,GET,/main.html,117,False,0,55.62,383.68
1731896136465,GET,/main.html,97,False,3,49.37,481.63
1731896136485,GET,/main.html,96,False,1,35.66,438.69
1731896136505,GET,/main.html,148,False,5,51.85,104.58
1731896136525,GET,/main.html,664,True,12,77.25,653.69
1731896136545,GET,/main.html,147,False,4,59.13,487.14
1731896136565,GET,/main.html,63,False,4,39.63,328.89
1731896136585,GET,/main.html,135,False,3,56.43,294.82
1731896136605,GET,/main.html,109,False,0,44.19,430.06
1731896136625,GET,/main.html,64,False,3,35.48,235.9
1731896136645,GET,/main.html,69,False,2,41.6,466.31
1731896136665,GET,/main.html,125,False,4,37.86,421.23
1731896136685,GET,/main.html,117,False,2,47.02,489.92
1731896136705,GET,/main.html,98,False,5,57.94,427.01
1731896136725,GET,/main.html,90,False,3,45.21,160.33
1731896136745,GET,/main.html,52,False,0,57.38,306.06
1731896136765,GET,/main.html,115,False,3,54.11,372.0
1731896136785,GET,/main.html,76,False,2,43.32,333.1
1731896136805,GET,/main.html,112,False,5,49.62,402.68
1731896136825,GET,/main.html,119,False,3,56.41,427.33
1731896136845,GET,/main.html,69,False,1,44.04,405.29
1731896136865,GET,/main.html,145,False,3,43.42,366.82
1731896136885,GET,/main.html,561,True,19,84.56,762.89
1731896136905,GET,/main.html,65,False,5,37.21,132.23
1731896136925,GET,/main.html,573,True,28,87.82,1161.91
1731896136945,GET,/main.html,78,False,1,59.82,123.88
1731896136965,GET,/main.html,78,False,3,39.42,461.39
1731896136985,GET,/main.html,56,False,2,55.81,131.35
1731896137005,GET,/main.html,120,False,2,50.94,236.0
1731896137025,GET,/main.html,150,False,4,39.73,400.01
1731896137045,GET,/main.html,536,True,14,77.24,1409.65
1731896137065,GET,/main.html,83,False,0,51.37,414.53
1731896137085,GET,/main.html,63,False,4,56.77,451.02
1731896137105,GET,/main.html,91,False,4,54.99,161.12
1731896137125,GET,/main.html,107,False,3,46.48,182.03
1731896137145,GET,/main.html,85,False,3,55.67,382.53
1731896137165,GET,/main.html,124,False,4,33.1,370.29
1731896137185,GET,/main.html,75,False,0,47.55,145.86
1731896137205,GET,/main.html,94,False,4,32.82,409.24
1731896137225,GET,/main.html,88,False,1,44.32,319.66
1731896137245,GET,/main.html,147,False,1,36.84,463.63
1731896137265,GET,/main.html,103,False,1,31.08,197.15
1731896137285,GET,/main.html,122,False,3,56.12,106.56
1731896137305,GET,/main.html,75,False,3,48.75,310.87
1731896137325,GET,/main.html,144,False,4,49.39,486.26
1731896137345,GET,/main.html,120,False,0,59.04,490.27
1731896137365,GET,/main.html,142,False,4,37.93,132.57
1731896137385,GET,/main.html,55,False,3,55.98,475.65
1731896137405,GET,/main.html,85,False,0,32.01,479.87
1731896137425,GET,/main.html,658,True,15,60.46,925.23
1731896137445,GET,/main.html,66,False,0,39.28,214.38
1731896137465,GET,/main.html,129,False,2,44.19,184.66
1731896137485,GET,/main.html,57,False,2,36.23,351.89
1731896137505,GET,/main.html,89,False,0,34.39,154.26
1731896137525,GET,/main.html,131,False,4,45.63,130.07
1731896137545,GET,/main.html,91,False,2,51.28,295.74
1731896137565,GET,/main.html,67,False,3,59.43,234.98
1731896137585,GET,/main.html,74,False,4,38.0,231.91
1731896137605,GET,/main.html,87,False,5,53.98,395.1
1731896137625,GET,/main.html,138,False,3,42.16,314.66
1731896137645,GET,/main.html,85,False,4,39.34,444.98
1731896137665,GET,/main.html,51,False,1,45.84,224.14
1731896137685,GET,/main.html,85,False,4,32.37,133.19
1731896137705,GET,/main.html,86,False,2,47.05,374.46
1731896137725,GET,/main.html,52,False,4,52.73,194.5
1731896137745,GET,/main.html,54,False,4,36.65,246.1
1731896137765,GET,/main.html,111,False,5,50.38,282.88
1731896137785,GET,/main.html,117,False,2,40.94,262.36
1731896137805,GET,/main.html,71,False,2,54.75,354.76
1731896137825,GET,/main.html,97,False,1,55.51,193.88
1731896137845,GET,/main.html,148,False,5,40.88,335.08
1731896137865,GET,/main.html,148,False,1,31.2,470.9
1731896137885,GET,/main.html,54,False,0,48.04,310.34
1731896137905,GET,/main.html,772,True,25,73.98,627.77
1731896137925,GET,/main.html,75,False,3,56.67,197.58
1731896137945,GET,/main.html,141,False,5,35.32,458.26
1731896137965,GET,/main.html,67,False,4,40.14,281.98
1731896137985,GET,/main.html,142,False,0,58.96,498.4
1731896138005,GET,/main.html,63,False,0,56.81,279.46
1731896138025,GET,/main.html,67,False,4,55.86,455.54
1731896138045,GET,/main.html,92,False,0,47.04,294.72
1731896138065,GET,/main.html,122,False,5,57.6,417.97
1731896138085,GET,/main.html,77,False,3,58.21,373.76
1731896138105,GET,/main.html,113,False,1,45.25,339.05
1731896138125,GET,/main.html,130,False,1,55.47,365.87
1731896138145,GET,/main.html,136,False,5,59.35,398.36
1731896138165,GET,/main.html,146,False,4,33.88,313.34
1731896138185,GET,/main.html,81,False,0,43.95,413.96
1731896138205,GET,/main.html,115,False,1,50.36,234.66
1731896138225,GET,/main.html,130,False,2,56.24,162.78
1731896138245,GET,/main.html,142,False,2,49.59,455.67
1731896138265,GET,/main.html,119,False,4,52.48,387.03
1731896138285,GET,/main.html,559,True,24,73.64,1307.05
1731896138305,GET,/main.html,83,False,0,59.78,348.37
1731896138325,GET,/main.html,416,False,5,52.94,143.69
1731896138345,GET,/main.html,92,False,3,37.24,261.05
1731896138365,GET,/main.html,105,False,3,31.92,302.71
1731896138385,GET,/main.html,714,True,30,85.49,587.26
1731896138405,GET,/main.html,113,False,4,41.47,337.38
1731896138425,GET,/main.html,120,False,4,40.73,237.44
1731896138445,GET,/main.html,78,False,0,35.2,462.66
1731896138465,GET,/main.html,82,False,1,59.22,171.35
1731896138485,GET,/main.html,584,True,21,75.81,766.8
1731896138505,GET,/main.html,148,False,4,34.34,121.66
1731896138525,GET,/main.html,119,False,1,55.34,479.53
1731896138545,GET,/main.html,100,False,0,37.41,229.62
1731896138565,GET,/main.html,743,True,28,52.07,1402.89
1731896138585,GET,/main.html,148,False,0,41.37,329.67
1731896138605,GET,/main.html,106,False,4,47.7,248.58
1731896138625,GET,/main.html,76,False,4,48.58,158.8
1731896138645,GET,/main.html,90,False,5,52.22,437.67
1731896138665,GET,/main.html,95,False,0,38.87,370.7
1731896138685,GET,/main.html,149,False,1,58.54,374.67
1731896138705,GET,/main.html,643,True,12,62.15,1142.86
1731896138725,GET,/main.html,69,False,2,43.06,138.54
1731896138745,GET,/main.html,92,False,0,31.68,183.92
1731896138765,GET,/main.html,50,False,0,53.01,245.92
1731896138785,GET,/main.html,84,False,1,48.14,409.53
1731896138805,GET,/main.html,110,False,3,39.15,109.04
1731896138825,GET,/main.html,106,False,2,54.62,279.48
1731896138845,GET,/main.html,125,False,3,55.04,399.07
1731896138865,GET,/main.html,80,False,1,44.1,117.95
1731896138885,GET,/main.html,148,False,2,53.11,433.25
1731896138905,GET,/main.html,71,False,5,43.45,442.96
1731896138925,GET,/main.html,90,False,3,30.68,325.02
1731896138945,GET,/main.html,100,False,2,54.35,499.83
1731896138965,GET,/main.html,113,False,2,51.35,247.37
1731896138985,GET,/main.html,485,False,0,43.95,276.89
1731896139005,GET,/main.html,55,False,4,44.2,103.2
1731896139025,GET,/main.html,68,False,5,35.18,363.08
1731896139045,GET,/main.html,88,False,3,58.36,413.34
1731896139065,GET,/main.html,116,False,4,42.1,126.82
1731896139085,GET,/main.html,63,False,2,45.51,462.6
1731896139105,GET,/main.html,109,False,0,57.01,489.42
1731896139125,GET,/main.html,133,False,5,58.31,192.74
1731896139145,GET,/main.html,65,False,4,46.94,185.62
1731896139165,GET,/main.html,64,False,3,31.84,313.12
1731896139185,GET,/main.html,78,False,2,41.61,269.22
1731896139205,GET,/main.html,84,False,1,38.83,383.28
1731896139225,GET,/main.html,534,True,21,73.48,1163.5
1731896139245,GET,/main.html,102,False,3,56.5,327.03
1731896139265,GET,/main.html,61,False,5,38.88,132.12
1731896139285,GET,/main.html,51,False,1,56.63,171.33
1731896139305,GET,/main.html,98,False,0,54.33,413.3
1731896139325,GET,/main.html,115,False,1,40.71,335.0
1731896139345,GET,/main.html,143,False,1,49.41,380.46
1731896139365,GET,/main.html,490,False,0,43.85,160.58
1731896139385,GET,/main.html,134,False,0,54.7,335.42
1731896139405,GET,/main.html,132,False,4,45.09,479.04
1731896139425,GET,/main.html,134,False,3,39.82,146.49
1731896139445,GET,/main.html,56,False,5,41.25,361.64
1731896139465,GET,/main.html,58,False,2,33.92,256.18
1731896139485,GET,/main.html,764,True,10,66.66,1204.53
1731896139505,GET,/main.html,137,False,2,37.0,471.64
1731896139525,GET,/main.html,71,False,3,57.64,241.65
1731896139545,GET,/main.html,85,False,4,47.3,435.08
1731896139565,GET,/main.html,146,False,4,37.32,177.86
1731896139585,GET,/main.html,129,False,1,49.6,235.39
1731896139605,GET,/main.html,123,False,0,57.2,163.09
1731896139625,GET,/main.html,95,False,3,48.97,322.49
1731896139645,GET,/main.html,59,False,0,40.26,328.48
1731896139665,GET,/main.html,524,True,24,63.46,789.49
1731896139685,GET,/main.html,59,False,2,59.33,499.31
1731896139705,GET,/main.html,466,False,3,38.23,477.05
1731896139725,GET,/main.html,105,False,1,34.46,206.87
1731896139745,GET,/main.html,88,False,3,37.74,415.31
1731896139765,GET,/main.html,117,False,3,31.47,420.95
1731896139785,GET,/main.html,139,False,2,31.41,493.25
1731896139805,GET,/main.html,144,False,3,35.15,171.78
1731896139825,GET,/main.html,52,False,0,53.84,458.83
1731896139845,GET,/main.html,108,False,0,51.73,438.56
1731896139865,GET,/main.html,519,True,11,61.91,552.75
1731896139885,GET,/main.html,140,False,5,42.36,422.41
1731896139905,GET,/main.html,126,False,2,31.02,375.5
1731896139925,GET,/main.html,100,False,3,52.52,460.85
1731896139945,GET,/main.html,126,False,3,37.7,243.84
1731896139965,GET,/main.html,83,False,2,50.31,150.42
1731896139985,GET,/main.html,73,False,4,54.9,207.68
1731896140005,GET,/main.html,108,False,5,42.08,346.51
1731896140025,GET,/main.html,94,False,1,55.07,249.75
1731896140045,GET,/main.html,80,False,0,51.41,124.59
1731896140065,GET,/main.html,61,False,2,55.05,451.18
1731896140085,GET,/main.html,81,False,4,55.07,321.45
1731896140105,GET,/main.html,70,False,1,44.78,495.54
1731896140125,GET,/main.html,91,False,0,36.19,235.06
1731896140145,GET,/main.html,130,False,0,56.66,248.44
1731896140165,GET,/main.html,130,False,1,57.86,180.91
1731896140185,GET,/main.html,56,False,0,48.81,482.9
1731896140205,GET,/main.html,68,False,4,57.93,167.4
1731896140225,GET,/main.html,126,False,4,34.22,397.49
1731896140245,GET,/main.html,127,False,2,40.55,208.16
1731896140265,GET,/main.html,56,False,4,41.09,305.54
1731896140285,GET,/main.html,134,False,1,46.73,263.71
1731896140305,GET,/main.html,113,False,0,33.02,299.84
1731896140325,GET,/main.html,97,False,1,36.97,176.15
1731896140345,GET,/main.html,86,False,5,47.82,454.3
1731896140365,GET,/main.html,96,False,1,31.5,287.13
1731896140385,GET,/main.html,136,False,5,43.93,344.37
1731896140405,GET,/main.html,146,False,3,50.87,482.45
1731896140425,GET,/main.html,141,False,3,44.26,335.38
1731896140445,GET,/main.html,74,False,2,37.38,427.42
1731896140465,GET,/main.html,76,False,1,44.43,485.1
1731896140485,GET,/main.html,724,True,16,79.46,1166.95
1731896140505,GET,/main.html,66,False,4,56.24,156.98
1731896140525,GET,/main.html,84,False,0,50.25,350.38
1731896140545,GET,/main.html,595,True,12,75.36,1169.34
1731896140565,GET,/main.html,148,False,3,52.02,106.12
1731896140585,GET,/main.html,144,False,4,33.92,378.37
1731896140605,GET,/main.html,68,False,0,30.06,251.44
1731896140625,GET,/main.html,736,True,16,71.77,1429.0
1731896140645,GET,/main.html,115,False,5,52.65,343.35
1731896140665,GET,/main.html,147,False,5,48.39,165.26
1731896140685,GET,/main.html,129,False,2,51.31,460.65
1731896140705,GET,/main.html,94,False,0,35.03,342.15
1731896140725,GET,/main.html,89,False,2,39.59,307.8
1731896140745,GET,/main.html,132,False,3,59.78,303.89
1731896140765,GET,/main.html,106,False,0,58.69,299.59
1731896140785,GET,/main.html,66,False,4,37.54,445.91
1731896140805,GET,/main.html,129,False,0,48.74,444.43
1731896140825,GET,/main.html,116,False,1,58.88,167.06
1731896140845,GET,/main.html,79,False,3,42.14,437.78
1731896140865,GET,/main.html,142,False,1,41.03,328.03
1731896140885,GET,/main.html,96,False,2,33.27,399.42
1731896140905,GET,/main.html,138,False,0,50.98,422.42
1731896140925,GET,/main.html,109,False,4,40.98,161.1
1731896140945,GET,/main.html,114,False,2,34.69,286.37
1731896140965,GET,/main.html,53,False,2,44.36,182.13
1731896140985,GET,/main.html,58,False,2,55.98,363.32
1731896141005,GET,/main.html,133,False,0,40.55,221.56
1731896141025,GET,/main.html,125,False,5,51.19,146.09
1731896141045,GET,/main.html,85,False,2,50.97,130.97
1731896141065,GET,/main.html,115,False,4,42.01,134.49
1731896141085,GET,/main.html,122,False,5,35.54,400.91
1731896141105,GET,/main.html,108,False,1,45.6,178.15
1731896141125,GET,/main.html,150,False,3,59.92,496.97
1731896141145,GET,/main.html,129,False,2,46.83,320.62
1731896141165,GET,/main.html,136,False,4,54.03,134.18
1731896141185,GET,/main.html,51,False,0,32.1,259.65
1731896141205,GET,/main.html,145,False,1,50.42,117.52
1731896141225,GET,/main.html,114,False,5,55.25,487.86
1731896141245,GET,/main.html,81,False,5,54.9,215.1
1731896141265,GET,/main.html,141,False,3,56.21,469.45
1731896141285,GET,/main.html,70,False,3,50.16,304.42
1731896141305,GET,/main.html,97,False,3,47.01,407.49
1731896141325,GET,/main.html,105,False,2,38.66,151.79
1731896141345,GET,/main.html,58,False,0,43.96,465.25
1731896141365,GET,/main.html,84,False,0,51.82,403.57
1731896141385,GET,/main.html,90,False,2,53.78,138.39
1731896141405,GET,/main.html,98,False,0,43.52,416.06
1731896141425,GET,/main.html,98,False,2,54.4,121.14
1731896141445,GET,/main.html,524,True,24,61.69,1293.39
1731896141465,GET,/main.html,141,False,1,42.35,371.46
1731896141485,GET,/main.html,149,False,0,41.42,435.27
1731896141505,GET,/main.html,69,False,3,58.44,310.42
1731896141525,GET,/main.html,107,False,2,51.12,150.61
1731896141545,GET,/main.html,141,False,3,36.43,331.76
1731896141565,GET,/main.html,70,False,5,45.56,400.02
1731896141585,GET,/main.html,84,False,5,31.17,211.33
1731896141605,GET,/main.html,111,False,4,31.35,212.18
1731896141625,GET,/main.html,575,True,13,83.53,1095.14
1731896141645,GET,/main.html,119,False,3,32.75,125.02
1731896141665,GET,/main.html,665,True,23,71.47,802.95
1731896141685,GET,/main.html,118,False,0,56.62,191.46
1731896141705,GET,/main.html,55,False,4,43.74,145.53
1731896141725,GET,/main.html,95,False,0,56.0,274.45
1731896141745,GET,/main.html,99,False,0,31.2,321.53
1731896141765,GET,/main.html,58,False,4,31.58,394.67
1731896141785,GET,/main.html,66,False,0,37.66,479.88
1731896141805,GET,/main.html,136,False,3,45.64,166.79
1731896141825,GET,/main.html,138,False,0,33.35,331.69
1731896141845,GET,/main.html,123,False,3,32.36,412.99
1731896141865,GET,/main.html,105,False,0,38.53,489.63
1731896141885,GET,/main.html,551,True,25,81.65,1093.43
1731896141905,GET,/main.html,122,False,4,43.11,338.4
1731896141925,GET,/main.html,142,False,2,35.91,492.39
1731896141945,GET,/main.html,65,False,3,37.33,108.5
1731896141965,GET,/main.html,106,False,4,49.24,387.16
1731896141985,GET,/main.html,99,False,4,55.17,375.98
1731896142005,GET,/main.html,108,False,3,49.74,302.63
1731896142025,GET,/main.html,58,False,2,45.08,490.02
1731896142045,GET,/main.html,129,False,5,48.83,318.97
1731896142065,GET,/main.html,124,False,1,32.58,127.48
1731896142085,GET,/main.html,86,False,3,48.73,428.43
1731896142105,GET,/main.html,53,False,4,32.32,374.0
1731896142125,GET,/main.html,146,False,2,31.79,309.66
1731896142145,GET,/main.html,126,False,1,51.66,413.26
1731896142165,GET,/main.html,116,False,0,59.94,121.86
1731896142185,GET,/main.html,106,False,0,55.11,292.65
1731896142205,GET,/main.html,97,False,1,44.46,446.07
1731896142225,GET,/main.html,70,False,0,49.92,289.93
1731896142245,GET,/main.html,124,False,2,58.41,476.47
1731896142265,GET,/main.html,70,False,1,40.75,400.05
1731896142285,GET,/main.html,57,False,5,59.0,317.97
1731896142305,GET,/main.html,117,False,2,40.12,307.9
1731896142325,GET,/main.html,68,False,5,40.92,160.66
1731896142345,GET,/main.html,94,False,1,57.81,112.3
1731896142365,GET,/main.html,85,False,5,40.07,358.85
1731896142385,GET,/main.html,112,False,4,39.39,458.23
1731896142405,GET,/main.html,81,False,3,37.19,349.61
1731896142425,GET,/main.html,78,False,3,58.12,435.47
1731896142445,GET,/main.html,142,False,4,47.8,466.06
1731896142465,GET,/main.html,651,True,28,78.3,853.17
1731896142485,GET,/main.html,68,False,5,44.37,417.99
1731896142505,GET,/main.html,125,False,4,31.18,403.26
1731896142525,GET,/main.html,67,False,1,51.85,350.5
1731896142545,GET,/main.html,107,False,5,58.03,453.53
1731896142565,GET,/main.html,64,False,5,47.65,239.69
1731896142585,GET,/main.html,54,False,3,40.37,212.02
1731896142605,GET,/main.html,124,False,2,35.08,226.11
1731896142625,GET,/main.html,640,True,21,57.84,620.97
1731896142645,GET,/main.html,111,False,3,40.7,152.85
1731896142665,GET,/main.html,130,False,5,53.99,343.82
1731896142685,GET,/main.html,95,False,5,55.19,199.73
1731896142705,GET,/main.html,137,False,1,57.43,205.83
1731896142725,GET,/main.html,123,False,2,49.02,334.52
1731896142745,GET,/main.html,143,False,2,41.83,467.48
1731896142765,GET,/main.html,122,False,3,56.99,318.95
1731896142785,GET,/main.html,110,False,1,34.45,203.79
1731896142805,GET,/main.html,138,False,2,47.93,177.88
1731896142825,GET,/main.html,123,False,4,54.94,317.34
1731896142845,GET,/main.html,78,False,4,50.47,219.19
1731896142865,GET,/main.html,716,True,12,86.69,1105.84
1731896142885,GET,/main.html,546,True,17,86.92,737.63
1731896142905,GET,/main.html,88,False,5,56.56,411.84
1731896142925,GET,/main.html,59,False,5,35.05,489.35
1731896142945,GET,/main.html,73,False,1,39.28,298.63
1731896142965,GET,/main.html,115,False,4,36.45,216.43
1731896142985,GET,/main.html,114,False,1,36.42,497.68
1731896143005,GET,/main.html,96,False,5,35.23,145.34
1731896143025,GET,/main.html,114,False,2,40.45,439.83
1731896143045,GET,/main.html,119,False,5,49.06,114.41
1731896143065,GET,/main.html,99,False,1,52.97,209.75
1731896143085,GET,/main.html,59,False,5,57.09,428.68
1731896143105,GET,/main.html,98,False,3,37.86,471.75
1731896143125,GET,/main.html,67,False,0,43.04,383.7
1731896143145,GET,/main.html,59,False,4,31.54,420.6
1731896143165,GET,/main.html,147,False,0,39.42,195.5
1731896143185,GET,/main.html,62,False,4,48.91,216.66
1731896143205,GET,/main.html,67,False,3,57.07,178.94
1731896143225,GET,/main.html,72,False,0,52.54,241.7
1731896143245,GET,/main.html,52,False,1,31.33,441.98
1731896143265,GET,/main.html,103,False,0,36.15,360.94
1731896143285,GET,/main.html,56,False,2,52.61,406.49
1731896143305,GET,/main.html,699,True,16,59.12,1076.91
1731896143325,GET,/main.html,101,False,0,39.84,330.17
1731896143345,GET,/main.html,78,False,4,41.01,427.34
1731896143365,GET,/main.html,86,False,0,53.58,430.22
1731896143385,GET,/main.html,63,False,4,43.06,380.9
1731896143405,GET,/main.html,115,False,4,53.04,141.53
1731896143425,GET,/main.html,142,False,4,58.4,452.09
1731896143445,GET,/main.html,112,False,1,54.36,478.94
