Time KBIn PktIn KBOut PktOut KBIn_Rate PktIn_Rate KBOut_Rate PktOut_Rate
1732813773546 286.5495057077188 4175.59492688255 211.51651157272283 4870.442758510927 252.97416229406556 1808.2389019560535 145.9277541628847 1370.3429056222606
1732813774546 983.997042110738 900.7492731487283 670.6888159293648 4125.00810838619 199.51423769288866 1866.1353641833753 243.7141933041119 2375.388679133077
1732813775546 938.0348792212 4239.793946208385 276.90569011198806 3709.1767453554567 382.5280159696682 817.769992016511 100.55802224991663 1865.4462758749678
1732813776546 527.2364825742468 3165.569006330108 339.24351148875564 3694.122156008405 140.3724124438345 649.8527513115334 273.5405674654106 544.221965059879
1732813777546 440.80747643368846 3876.959602181606 201.182529046993 3779.542377524032 70.60706032156955 1210.0710480166304 279.8895534561882 587.5516937984135
1732813778546 265.7144914568398 1475.3170606754134 427.6903888003129 3423.132631377993 460.16593912867353 1437.1303119831596 366.0757312248794 1357.2401286365198
1732813779546 964.6086740269469 1260.1203360572447 843.2389608033799 1191.612241198035 161.74246371061668 1307.5164169974169 89.0419181568295 817.7649180547717
1732813780546 623.4166764947009 3180.211497440805 717.229545783978 1968.738104083386 379.0785371417661 1488.353661798311 165.75288671569228 2267.3847843986982
1732813781546 410.6493151800574 2959.622753312695 288.79557861728745 4817.266451666095 333.4785885692298 1882.1916852588156 129.7443238288452 1326.033150945528
1732813782546 662.0094855964848 4212.367760406307 289.7650851648857 4591.464317035516 157.74514370264507 719.2700312230072 178.41321295661282 1531.962046597938
1732813783546 508.42736817444785 505.2447345025648 970.875575891924 3282.1219557118498 83.88558334985643 2400.4799632631966 194.50957981139442 570.4121949556591
1732813784546 755.9232227031938 4804.15809053617 539.028240563304 4853.271540010819 201.1023267380427 1113.8548006457197 124.62315809557984 2456.7151944322413
1732813785546 132.21488314137753 2542.979402952129 728.332258383062 2385.553392250169 357.6543096492977 991.0591471274297 393.54828455749384 2257.2519586186563
1732813786546 707.4366417390637 1481.3192884587907 133.38140395194597 1206.154973829156 221.50116766232352 933.4829624530221 425.77180736437725 1547.034171088883
1732813787546 934.7073974777467 4910.263043795256 319.3544108660674 1638.495448392031 248.68472952855453 1999.3775212985097 182.7592569365366 1553.3153544357735
1732813788546 555.5950918558722 4212.561156770578 273.68617857398186 3874.7260427878623 87.60612086503474 1837.264663505333 161.54339100731985 1011.0336094961182
1732813789546 841.915268335195 3920.124841427568 361.0974025538217 4164.147919904048 409.8925109689047 472.0473461005157 61.03671878364906 1336.1037130600014
1732813790546 643.6858931390425 532.842186115464 768.7479236372254 4791.077369272565 454.4876506825106 2376.63022811773 460.09983512469745 1777.4277071122974
1732813791546 858.8171478272601 1926.8818985549615 516.0880963785191 1189.5639659184553 193.72523298492433 1759.209780373031 388.53199515843016 1720.271847346531
1732813792546 780.1839956697203 4099.099109305879 793.0040238329921 1744.6686478798358 123.17007924487885 1535.0356549392448 466.4408701049736 985.2213432424531
1732813793546 681.729805901471 4911.03704256209 750.5563202987895 667.6178302694952 159.45360665841145 1819.0563186368122 242.75882332745041 935.3955225408174
1732813794546 674.4973264790038 2099.683198307914 804.8990741149441 3002.0527378309152 278.1030723855416 680.5448242249529 224.38207441120366 1509.702171719052
1732813795546 559.3188920003596 1538.133579365427 963.7851011396017 2701.4508358331645 68.27758443120406 1114.5302319087723 322.91616698861503 1333.6719330062724
1732813796546 259.5994488293315 651.1995914665813 185.62769114322745 2741.02172996694 110.68258127465208 1987.4137089096423 379.2400301235318 2363.1505536711165
1732813797546 923.7889564822476 1206.8658251843829 987.6681473404308 1182.2678534228912 298.80820602486716 709.0220961529026 173.74883945399796 2232.9702215505067
1732813798546 244.1568249071935 2756.842090391123 222.52796308503918 1459.8507754903546 174.5428287990352 2210.255918965122 253.27141564315153 1217.6426101117459
1732813799546 688.849536035618 2214.5828335420374 555.5733550312406 3450.782470404081 299.434275107362 1962.755887644124 451.66650578888243 2030.3621212899795
1732813800546 887.9010897333322 1416.8951605705438 690.0853631200347 1173.539776402315 233.18526814179475 1326.724169085281 471.7909741610642 843.0339954418888
1732813801546 797.6392006306374 4780.819812890741 856.8417541429338 4771.5627076331375 128.27628576083214 719.5333337173022 94.40670762704576 474.23646858546266
1732813802546 882.6138212980566 3999.247422841523 125.44849204315986 3527.357076586128 418.586064037711 468.6854703228717 475.83554577099375 2032.9828462758264
1732813803546 105.23457755002921 1765.1410055272972 483.2352703810417 788.5254042085733 369.819508528019 1966.121574492007 173.9384998347421 1438.2732283398148
1732813804546 305.8908555290845 575.257504087181 849.9785197839698 4135.186319882565 389.90354559011047 579.57844835552 142.81496779572757 1191.3449237787327
1732813805546 716.6688124321224 3232.291061734019 327.95322534742706 2393.5490319792193 97.70556068301394 1230.9895089789911 118.33071037791935 2385.253995722148
1732813806546 258.65145132887847 2441.32032948029 837.43639833848 900.9212302114558 479.08256708858846 2443.9148444790844 177.19334683486414 1593.9662157546704
1732813807546 928.7700596514551 4581.8556059251005 889.4193877696745 1148.3543653610836 65.48358687422927 367.3651363625795 234.14553266844658 918.8458540850462
1732813808546 554.0229835113455 931.2265757441469 343.727286553799 1157.7099978240224 446.0750664014391 1715.1819282994127 481.60216262464013 2458.451189064994
1732813809546 857.3949265563342 4221.1857511996295 784.9763410059968 4467.785400254194 457.036029467151 2349.379229130561 96.96008150469089 1043.3710884837178
1732813810546 611.0762967101299 3740.281479413506 727.0052591967169 2145.8593581364375 372.34839698054225 1400.6817438856401 324.3020045077905 1812.1625528955453
1732813811546 721.5226581090886 2454.0316264185312 505.72228235073436 1467.4889138814672 491.69265669150633 1584.8532133106341 233.68916331959593 487.9524751110839
1732813812546 740.1086417949359 3245.166814034687 638.2904958283799 1410.5260929820477 60.304025588899506 2000.3111752233294 443.7185734957255 1284.328638605272
1732813813546 791.4587226660641 3933.0949739022303 118.76109081499074 2913.451602472858 227.549604967755 2040.1166230640656 495.25578975002173 328.8447094622708
1732813814546 710.2996847742093 4902.907849551058 718.709764431535 2489.970659269196 86.4084796962936 1790.5895558088826 79.8855569633163 2042.0764425148307
1732813815546 594.4049442838345 2446.5210782518916 271.5598201839009 2204.659773200624 498.29888802040983 1877.4905249460564 159.16628309942496 877.8463306290969
1732813816546 882.7621985734545 2194.464886309831 701.8046517968099 4121.2140406210165 192.58628846266865 2422.8541114032682 151.09965850619108 2080.7713768286944
1732813817546 661.7107751532433 2963.307557369596 792.372413818697 556.7521554886067 130.25262965455826 2011.3251560695296 210.7838633906947 2177.944827806391
1732813818546 738.1249657152217 3744.4488840426397 894.5680221963598 857.7326341052774 122.75532974247349 1623.9960531116044 464.7645902193205 941.7412250226866
1732813819546 548.216414118839 4358.656587480764 903.7792143115564 1099.8301959550913 482.12771825342406 1749.0289307040673 270.16020330413573 503.74258144351006
1732813820546 676.3552157545641 2083.8010643640596 700.309093689994 942.7449754183447 346.81184515894915 446.792989328164 174.55943932378446 670.4178248527669
1732813821546 549.0271383430847 3579.9954013192573 850.2461555295005 1859.3002562345623 193.4464672051564 780.2634990176555 486.9585426494038 1253.0761291729523
1732813822546 272.53361473080867 1054.3850714533714 375.7115165531971 3951.6327021329857 91.29549923697371 517.4899383285665 258.37418521883296 1384.0297377792435
1732813823546 514.1875070436898 4097.347226482047 910.8314712117949 3282.7869218743635 76.58607310875941 545.0561904241065 430.1038991692151 2184.2567148995768
1732813824546 455.50008599919687 3670.4524424583396 938.2871892829937 2590.605278069003 398.93244318374605 293.17096090711095 246.49264429068654 1194.1217663889179
1732813825546 765.919508186568 2605.519356697841 185.52250913280153 2459.936480428114 379.11987010702506 297.95850090015944 447.61689150982767 2031.634595672593
1732813826546 313.4181959224255 1189.7780325570693 919.6192540700936 2597.5780720365406 338.8144422656072 1944.482569219974 239.5465279304532 1767.5672502054542
1732813827546 238.09196439473155 3715.906705256286 153.12013401736027 1338.748016540429 484.39983630313833 551.2038712895912 486.99711609713256 885.0697072343916
1732813828546 243.80208224527252 2075.6984447123486 442.6921885772022 4485.422168158752 451.1392457725038 523.0013350117404 395.5986081700295 2040.3993474902377
1732813829546 455.01786525341197 3147.8804208987353 117.85516797649638 3332.387143320114 327.87903843085996 1900.3094056726452 434.26196234978477 415.04308948426524
1732813830546 620.2085233160351 4766.779092615336 647.825867351175 4171.842008439165 448.4024920884439 1365.0985503888842 405.92027238735227 1573.3033475826433
1732813831546 707.4605876761556 4168.250076789596 147.92952982848954 529.5545389492797 205.22696769173317 2434.273604418584 72.59175286687626 1534.5577784881818
1732813832546 464.50349520010127 4007.98182900985 312.7418656435335 1370.6333097068114 112.5969538292478 2062.1788806985896 389.97337378960356 2323.3882071349162
1732813833546 263.9894337827818 3743.540206427552 340.47489082088794 4751.591181212688 298.9051957701988 1892.0547459726536 374.7595143521571 2218.551081317127
1732813834546 737.408319575818 1320.7565124857947 119.25119775459082 4137.686816949315 306.51465292228346 1079.7755012774971 326.7190290291723 2180.2578014443443
1732813835546 332.0395583236351 1354.4156164149172 835.3760844010609 3042.005062300816 309.64242248501927 1296.097936586905 435.73567845704355 837.4209745799244
1732813836546 497.2099881570086 3647.0260617144513 542.0063447048549 2421.5400917796387 334.74615160887646 870.4364413599266 383.5840430744497 2109.0033429721666
1732813837546 297.7893204945554 4021.448549369152 350.01566910920104 1455.5088161329534 313.02215811604844 662.3784077913128 385.87050541823936 2224.9911382141163
1732813838546 501.41514153250927 1135.5314456827548 236.4731344066511 987.118951124347 149.94699118404438 550.7049702020537 293.00149111943153 2373.7734807919946
1732813839546 335.6714250718652 1435.8115086023322 208.19006159375851 589.8057991639018 340.53245741289106 1322.0730893799055 434.79861019009627 1126.5461647514799
1732813840546 723.9202421742937 4500.430467164766 541.8920864802872 1190.1300472538865 232.10057483999762 2013.2044092421581 456.4146820376361 2367.4567470771904
1732813841546 371.3123241832489 2503.091584955515 485.3826578956837 4219.247180066153 340.26385898364117 982.0405640370469 322.08996411808533 1978.4640742748818
1732813842546 147.9867653824939 4499.706061169554 843.939309851859 1741.053082446591 305.13683581698194 863.8254858509705 361.20330054077 2213.0712681545747
1732813843546 340.05766780183285 3396.819053273363 202.07091435794737 3184.4594444405993 292.4757588683605 1992.7927611802922 458.97030854066924 280.50651082801244
1732813844546 576.895228440447 3773.699968456069 959.4992665100267 2633.230514011039 256.5964491964846 1810.1964412653065 362.0529780770507 1391.3956609561476
1732813845546 546.897960532975 4091.275434512141 832.2156932106137 4901.509496566366 234.0343460455143 1017.5080391506992 325.96903673347384 1933.6283721070474
1732813846546 925.4137464642894 3884.867006707547 782.6465079343515 1132.428391763526 318.9762803819972 1994.9527625532642 241.447886471837 1532.9782174242446
1732813847546 594.6927900826306 2756.155804416233 750.1437523782208 3333.8486231589964 334.75562015674774 891.3327465814332 321.9003643071748 662.3645516994698
1732813848546 908.2219890289541 2963.2178531613117 548.5885546524457 4702.261327564636 278.6670636057175 795.3370201140627 332.10234765221674 1859.4047493650764
1732813849546 262.85700287496513 3613.372427861889 836.6864469449982 4003.2967112998754 162.85489249106988 1877.1882867493732 168.67727683141584 1170.46648177025
1732813850546 310.73951670326323 3773.025852886366 857.918637351801 3766.130002745119 298.68930051544265 1049.827387402436 121.25954808070742 1049.7572309073917
1732813851546 594.6414994171255 3477.5358373254544 739.7992728379368 4612.326212500166 145.67729495647126 2379.7144706872446 152.63860166783616 2212.13738668928
1732813852546 852.8148379356401 737.6632110261372 218.53124086865657 4657.969030407092 447.49806541209676 1294.8106688023145 92.31959642892582 1849.9625272432077
1732813853546 561.6705553746956 4330.939085237313 226.6179331401428 964.6097388646998 85.2808355056115 1318.6977586544888 246.07384482556114 1706.6407824592607
1732813854546 200.30018228603097 1763.0082467072405 383.6602249004905 3524.125602597152 71.29418283357654 1889.840833890165 327.2071805083911 959.673979139887
1732813855546 313.87702968913106 3823.965768904423 471.7249753659467 2345.045876485192 177.17631948075206 2294.162742404148 394.1467353187622 2333.346574945403
1732813856546 880.1285715282307 3383.7211675004164 190.49884265859444 4233.050429795723 197.16913922365427 272.79215657382196 132.5139934972397 1822.7341055489806
1732813857546 390.1877127272718 781.8482790388359 888.2683640052753 541.5408822086165 187.25768545277904 633.856464853237 67.97207734400328 1367.6494116213976
1732813858546 579.6195128483133 2744.3077536958576 791.810354555751 560.4715020374668 112.93751090429186 466.6961691254869 130.52692202106766 1809.855970152621
1732813859546 931.7661840215812 1071.2383699190427 396.1905239255313 533.5367930168069 354.0709752050248 1888.5242037693342 497.88465648127385 2330.73506266372
1732813860546 288.89527559378627 4288.259261002126 598.706948498543 3212.533758456483 465.88819865948966 1455.1972453345415 345.4696826710569 1655.0562992883777
1732813861546 533.0560841805855 2684.739074014154 419.93718988139744 2605.2818949580856 441.9149362785347 290.6423064582316 303.91834761688904 2488.0094453635265
1732813862546 329.2476794823813 1473.9019559019703 512.4321585856123 2679.561900294933 367.68044870846916 536.2016370707844 90.68364271099432 2062.8220276027523
1732813863546 823.5145387306969 4951.303378709075 320.7606130838315 4808.752441596136 364.75792257267847 1038.9330920708117 451.48251108903594 1617.6475364708838
1732813864546 627.9054696084767 4567.459762118209 682.5402643609191 4017.123221680755 130.09377620736143 842.4597677511175 313.8522799413086 644.6138622975413
1732813865546 952.6875728362263 3695.670644157888 959.2228475745319 4880.166703360338 214.88064608956242 1612.7265407600607 114.01150487502137 1245.1486678463448
1732813866546 953.1594082012331 1831.4547416973085 860.0947144247458 1509.5445952773316 146.20684088315966 2352.6913821603007 405.224434895395 954.1789180930956
1732813867546 725.7521455755325 4034.1556823763053 197.95072280491362 4772.26655723755 235.90072034648225 489.78642313365157 451.1998574856729 2027.3407530817024
1732813868546 242.35233981562016 2467.2066242104984 791.0664404257923 3434.605840232661 417.77573476827564 1339.463094954945 217.45944432356197 1667.5649628757565
1732813869546 985.8175936156108 2544.9095823376542 842.3033939998031 3693.243469204727 90.84853164664592 2311.7393325735106 254.34368306748553 296.20211795939355
1732813870546 972.6628242344514 4426.797074214801 881.9119341294917 3030.671356291072 225.99344811441023 1054.8898249275283 226.9471555703856 1036.1308565591476
1732813871546 315.0631939479007 3413.9843294537795 212.82122642021227 646.1669319715751 456.98243169909586 1236.142067018354 310.42766858694125 672.4561087529523
1732813872546 838.4279156241008 991.4119037031351 406.26485177333774 4295.961139290246 303.5787499052574 913.9101466250278 245.1454816803049 1598.1118815856235
1732813873546 934.2314428979905 1848.3933430214242 573.1318298355183 4375.241551855646 499.76674216523617 1090.4520398630025 61.50167094654023 622.0454936175541
1732813874546 533.6035273040033 2544.918198895365 848.3498319711142 579.0094194775074 71.59134247419506 2370.5900115507375 343.1002586104381 645.9306402364152
1732813875546 464.30183380654535 4514.530910749105 147.0420520491765 3972.569603808453 186.36189032460592 1019.0197475262953 224.65037105162435 2015.6184594619176
1732813876546 923.9070842067705 4348.389927215376 623.0285647504578 4397.833223052559 222.97985941451637 1677.8303916580273 343.68030575891066 1466.2430760754066
1732813877546 437.1021223671367 4638.51170277719 485.95919859402005 2923.54918875159 461.03071956801085 1406.478873979539 392.4683825820875 869.9290979385647
1732813878546 320.7508178716057 2842.0961739141153 268.8327211765627 4526.218815371989 159.95189326063638 254.74754637425133 367.37007353367704 873.0051084433862
1732813879546 767.011763735843 4722.1736701326845 450.4510789844487 1454.4112480381145 440.8369947890945 1912.901675438303 465.67297852295553 275.29110865292904
1732813880546 750.4455036062751 773.1698804755407 989.6077281443258 3377.182764060316 461.578031494907 1015.5109641838812 397.56484054761626 540.2063738179995
1732813881546 375.8191187008111 3226.9222250865173 341.9369803105342 3755.729122598214 134.43963022691418 2439.910284405404 176.0377301472738 1393.191900879699
1732813882546 305.3249176585103 940.6792686939581 666.5002990787509 989.6909478607021 289.9845647084462 1820.736702378379 81.18540164376896 1428.1711790013503
1732813883546 719.2290263583631 1013.4837713772137 917.3366778809974 3604.0220546343758 186.00759939523633 1293.9957877973486 55.695380765442316 786.6932305559255
1732813884546 111.42817648695677 981.1708981987891 351.5189680260314 2479.844934348299 372.08082855461976 1146.864640473299 57.364517013683795 832.5746423934662
1732813885546 988.9997991439118 1708.5026611474018 980.887484072322 3435.114875284038 332.1344146838259 546.6600723339504 380.0058297235639 359.8615590982131
1732813886546 357.5261489809159 673.7569989382591 985.1921058357647 1386.797668035279 286.5232161324957 1349.528673955993 170.7497087404018 2326.617569951642
1732813887546 546.7713365303555 4645.623009004621 273.1393225753581 694.7479618020694 446.69998744298056 1444.7529686776447 419.21743195803174 1573.09599818449
1732813888546 778.8949662355893 1739.9137731719993 533.8538134181852 2041.9440380755875 202.2190170297679 1145.3592145893076 409.6711505624241 2154.2200585255996
1732813889546 911.833591533448 3788.569380490641 537.1970383294642 3647.3826529713047 485.61127661353896 2482.3709703329732 437.84146444801996 406.5937868411975
1732813890546 708.71907288833 1010.9405716413203 845.2319501565804 982.124116147892 433.2132456112078 576.4443825546899 88.15621341532912 583.1730235566397
1732813891546 242.15441394434293 2889.190306076531 250.98243166578902 4849.288295492949 118.69396133203401 2215.421771228283 376.3582242544039 1112.777019016229
1732813892546 520.2919384817188 2974.9835563257366 645.519567745111 3306.9688620508095 464.298756918497 351.575243748029 338.99720340739265 2419.3421523665006
1732813893546 991.0509275437411 2685.302123574767 413.2325072441508 4640.219679148499 181.27499183549511 1336.7043801290472 185.4213378607979 1898.3509831090935
1732813894546 883.2104528637274 2243.901037002971 902.6091840792889 4477.557009095738 340.15813358349163 1239.1200167541117 80.77621806535336 1767.0106879451744
1732813895546 955.3851709956468 1454.6855282029742 132.91773137376725 3918.0551664269374 217.5552976054387 1648.4760665116419 302.88286398967927 1364.3827579619217
1732813896546 895.8241200858836 1365.438930535277 945.7152053503853 696.3485449000933 275.47433764993605 882.4983808980257 116.04023156884114 1891.455086988707
1732813897546 634.0140024582903 1965.7740773751582 745.4418571842123 1153.455446088613 256.688331044742 1701.8016701926301 451.2479408949112 1705.783794622359
1732813898546 170.43206995892274 3106.366838930152 766.1985029555109 1610.906261791888 83.88748179453714 843.9001779760555 424.8891448584629 1073.291742842845
1732813899546 508.1044745353736 3280.231777189064 855.7832735873244 2748.582682661692 358.41931211352767 1557.0251998435374 254.99504101402252 1085.1687509898782
1732813900546 574.199115513805 2361.5904651423707 614.2807620603679 1611.2734124863975 383.5163550942461 2068.1110194907305 275.28973317192697 1630.1562372273897
1732813901546 689.549594342293 4399.555288109862 233.55117320846728 4082.621541244727 366.9155522851989 1943.6127787047308 100.16670613942034 961.7978562268406
1732813902546 666.4867660173782 1151.4446291427373 590.8967586776139 1593.889312335309 93.33372551076643 1587.0795769582498 253.46309550670938 2173.464550648745
1732813903546 525.787178817401 639.8403790479873 420.0920852062515 2228.771345433829 160.78415054195386 1723.4924773343234 342.61716815502206 753.4660673055726
1732813904546 297.3749593520157 4422.278821459972 528.7438603811746 3282.36205354731 350.96320806232353 466.5948320220743 389.39563530918923 1016.031786068897
1732813905546 389.2359879417799 1659.408765273414 155.70987013175161 3966.5467624456837 163.1926726906501 659.1695333971451 279.92812725871244 263.76255287778565
1732813906546 785.8978111678498 2142.5601620341467 975.3097164298816 1976.3989717136833 486.2910645307277 2411.295274066501 319.3462221920017 1143.4546515078002
1732813907546 970.222404311759 2262.663373707781 439.60973307437814 1635.8307848313534 358.86573704600664 296.46285486320795 129.51324802929008 2420.441486926669
1732813908546 542.8049289306828 3803.377435747021 659.0107647980052 4587.973456700835 58.12027528528421 1679.3361405735056 396.6212533401943 506.29603859221487
1732813909546 955.7112713435677 2182.652400147419 567.775429761873 1629.1081780083243 302.3279535314612 1752.4414053329851 119.94842172461834 1242.149700151539
1732813910546 505.1878786105211 3708.9886715273005 979.2118550953625 3953.1043530779853 238.04808807325352 342.8815201192819 135.3542184158344 1666.918937206759
1732813911546 414.608638001596 1620.8948088607108 464.1313959320192 687.499437897867 257.27768250293957 1845.845928574101 91.23370441652025 2132.5532288437003
1732813912546 291.68975643455303 3633.118489380127 412.68707730085055 968.685050665242 336.9918023873528 1601.6494291534527 344.7446363182859 2008.6253628270435
1732813913546 560.7757880810755 830.4082902029244 907.7696112400715 2988.2756916670946 61.063745024109636 917.6214522719514 249.77466905004152 606.8787634887851
1732813914546 643.5176415270844 3166.9062390889876 779.8477865225594 1896.0657357135897 115.36742009233114 1995.8071735297187 383.09599062230075 2423.7186854346687
1732813915546 975.6736812984838 2317.4968044537773 527.2559695807815 3975.500640986871 166.48161106397004 1816.2255000409323 470.565757005035 883.8927741418353
1732813916546 350.64252513396536 3583.902088557227 514.0306351996803 2782.4506078761833 344.08809636019316 1670.6290622454787 115.87912824952963 970.0463485112301
1732813917546 894.4708207248786 4096.293616823389 808.8707728067515 3768.912399951237 238.00981829905484 1663.354173570775 162.18714175543755 2000.2987754803403
1732813918546 504.56714461258235 1837.019358582547 724.4610908688819 1873.1912088991994 82.69806087063212 363.8051388501625 412.6047864272237 821.7527867862382
1732813919546 409.36730055658586 4010.858117307403 415.1014667835955 4303.218221443691 250.9010161901516 1856.0991915546213 469.8881672809375 1884.4027873950004
1732813920546 880.1276788706854 2158.716301436363 302.56132029980733 2940.89153071984 187.32941655416565 2010.1885371446306 174.57788080510653 822.2559683479615
1732813921546 664.2525276740167 737.6212717950152 246.1290593655015 3037.1027293897605 247.83967453859066 633.250847790254 182.804304880009 754.7087028851163
1732813922546 221.71176267950233 1828.0658993430563 852.6802125393349 4153.55021379008 480.48230066005056 901.6556735046778 374.95090778260516 301.5255621782683
1732813923546 726.4498836290923 4828.671881186243 861.4823104241668 4466.415576089332 256.34489915607764 915.7355871087235 333.0018759772697 812.5846348075305
1732813924546 402.15354956291714 902.3670447286845 312.1357865713934 4241.033270621227 372.22633792742664 2220.2400075381543 267.26292952014364 2252.146651169842
1732813925546 956.5693085309654 2396.23152933834 143.52302856546567 4155.998553764095 205.4047250759196 950.410710731981 244.99056323724292 1636.5336214612896
1732813926546 763.8196948081268 4717.750661444382 922.1953959840029 4458.483272284289 275.68408605885895 2354.837852244857 231.33094830287595 890.504781057541
