timestamp,response_time,defense_type,period,effectiveness,description
7.38,46.720272210698774,baseline,normal,0.0,No defense mechanisms
7.4399999999999995,23.757452781110743,baseline,normal,0.0,No defense mechanisms
7.5,60.85759306887314,baseline,normal,0.0,No defense mechanisms
7.56,57.72252620296185,baseline,normal,0.0,No defense mechanisms
7.62,40.67751824673786,baseline,normal,0.0,No defense mechanisms
7.68,55.13667216806798,baseline,normal,0.0,No defense mechanisms
7.739999999999999,51.642051076222764,baseline,normal,0.0,No defense mechanisms
7.8,57.23734277370745,baseline,normal,0.0,No defense mechanisms
7.859999999999999,43.06425727019794,baseline,normal,0.0,No defense mechanisms
7.92,39.87006505839482,baseline,normal,0.0,No defense mechanisms
7.9799999999999995,50.64540978783536,baseline,normal,0.0,No defense mechanisms
8.04,44.96555616076079,baseline,normal,0.0,No defense mechanisms
8.1,65.51948807609584,baseline,normal,0.0,No defense mechanisms
8.16,53.92826649241742,baseline,normal,0.0,No defense mechanisms
8.219999999999999,44.43289689949195,baseline,normal,0.0,No defense mechanisms
8.28,60.91364603802201,baseline,normal,0.0,No defense mechanisms
8.34,44.24463118533044,baseline,normal,0.0,No defense mechanisms
8.4,37.34216873415963,baseline,normal,0.0,No defense mechanisms
8.459999999999999,37.18539840006311,baseline,normal,0.0,No defense mechanisms
8.52,57.510512780026005,baseline,normal,0.0,No defense mechanisms
8.58,44.1743013384699,baseline,normal,0.0,No defense mechanisms
8.64,39.55906424720785,baseline,normal,0.0,No defense mechanisms
8.7,54.46534971988619,baseline,normal,0.0,No defense mechanisms
8.76,35.13300685225942,baseline,normal,0.0,No defense mechanisms
8.82,43.05936075364788,baseline,normal,0.0,No defense mechanisms
8.879999999999999,43.11524473995882,baseline,normal,0.0,No defense mechanisms
8.94,42.771150709801205,baseline,normal,0.0,No defense mechanisms
9.0,41.57926234860074,baseline,normal,0.0,No defense mechanisms
9.06,50.64985870828379,baseline,normal,0.0,No defense mechanisms
9.12,52.42034548382153,baseline,normal,0.0,No defense mechanisms
9.18,52.77982555121113,baseline,normal,0.0,No defense mechanisms
9.24,53.917384171424736,baseline,normal,0.0,No defense mechanisms
9.299999999999999,62.69115776381098,baseline,normal,0.0,No defense mechanisms
9.36,40.066136808676646,baseline,normal,0.0,No defense mechanisms
9.42,47.00199968482375,baseline,normal,0.0,No defense mechanisms
9.48,46.20869613627174,baseline,normal,0.0,No defense mechanisms
9.54,23.64138681300803,baseline,normal,0.0,No defense mechanisms
9.6,41.6361234948012,baseline,normal,0.0,No defense mechanisms
9.66,46.19533093422822,baseline,normal,0.0,No defense mechanisms
9.719999999999999,57.72798645272614,baseline,normal,0.0,No defense mechanisms
9.78,65.34372655680268,baseline,normal,0.0,No defense mechanisms
9.84,47.51142508015744,baseline,normal,0.0,No defense mechanisms
9.9,57.549000114341545,baseline,normal,0.0,No defense mechanisms
9.959999999999999,36.25534524046236,baseline,normal,0.0,No defense mechanisms
10.02,50.460419681604094,baseline,normal,0.0,No defense mechanisms
10.08,32.335117366260334,baseline,normal,0.0,No defense mechanisms
10.139999999999999,61.51623964439848,baseline,normal,0.0,No defense mechanisms
10.2,54.804251510055046,baseline,normal,0.0,No defense mechanisms
10.26,60.8325071711436,baseline,normal,0.0,No defense mechanisms
10.32,43.77581737693935,baseline,normal,0.0,No defense mechanisms
10.379999999999999,58.38568809670853,baseline,normal,0.0,No defense mechanisms
10.44,58.21033598033674,baseline,normal,0.0,No defense mechanisms
10.5,35.637172487769256,baseline,normal,0.0,No defense mechanisms
10.559999999999999,54.58649358895113,baseline,normal,0.0,No defense mechanisms
10.62,49.685339474728316,baseline,normal,0.0,No defense mechanisms
10.68,52.56975657310092,baseline,normal,0.0,No defense mechanisms
10.74,57.28562578476409,baseline,normal,0.0,No defense mechanisms
10.799999999999999,64.46358751627675,baseline,normal,0.0,No defense mechanisms
10.86,59.50287081640212,baseline,normal,0.0,No defense mechanisms
10.92,51.43539282733293,baseline,normal,0.0,No defense mechanisms
10.98,49.14251716269803,baseline,normal,0.0,No defense mechanisms
11.04,40.07700140114662,baseline,normal,0.0,No defense mechanisms
11.1,54.24214445666808,baseline,normal,0.0,No defense mechanisms
11.16,34.543593786352226,baseline,normal,0.0,No defense mechanisms
11.219999999999999,51.29040099401985,baseline,normal,0.0,No defense mechanisms
11.28,47.36799746363614,baseline,normal,0.0,No defense mechanisms
11.34,48.975781662551846,baseline,normal,0.0,No defense mechanisms
11.4,54.963320905405155,baseline,normal,0.0,No defense mechanisms
11.459999999999999,49.846132257294826,baseline,normal,0.0,No defense mechanisms
11.52,36.392803787466676,baseline,normal,0.0,No defense mechanisms
11.58,49.67127998966812,baseline,normal,0.0,No defense mechanisms
11.639999999999999,46.702055906389056,baseline,normal,0.0,No defense mechanisms
11.7,51.08411952728403,baseline,normal,0.0,No defense mechanisms
11.76,58.622883639069634,baseline,normal,0.0,No defense mechanisms
11.82,57.177320590700404,baseline,normal,0.0,No defense mechanisms
11.879999999999999,56.12568415678168,baseline,normal,0.0,No defense mechanisms
11.94,41.458169609892856,baseline,normal,0.0,No defense mechanisms
12.0,39.144554989653955,baseline,normal,0.0,No defense mechanisms
12.059999999999999,46.85301127278743,baseline,normal,0.0,No defense mechanisms
12.12,48.92671169893086,baseline,normal,0.0,No defense mechanisms
12.18,60.365400489754805,baseline,normal,0.0,No defense mechanisms
12.24,38.3824730335642,baseline,normal,0.0,No defense mechanisms
12.299999999999999,46.0331490450334,baseline,normal,0.0,No defense mechanisms
12.36,54.12862851626225,baseline,normal,0.0,No defense mechanisms
12.42,66.29790091163754,baseline,normal,0.0,No defense mechanisms
12.48,55.639873154478494,baseline,normal,0.0,No defense mechanisms
12.54,45.42753025153298,baseline,normal,0.0,No defense mechanisms
12.6,67.75034079408606,baseline,normal,0.0,No defense mechanisms
12.66,48.75248054546871,baseline,normal,0.0,No defense mechanisms
12.719999999999999,46.47140711099639,baseline,normal,0.0,No defense mechanisms
12.78,49.42172481774615,baseline,normal,0.0,No defense mechanisms
12.84,24.68534547045276,baseline,normal,0.0,No defense mechanisms
12.9,52.372917712130636,baseline,normal,0.0,No defense mechanisms
12.959999999999999,60.54476815773977,baseline,normal,0.0,No defense mechanisms
13.02,64.06689450642583,baseline,normal,0.0,No defense mechanisms
13.08,65.25862766622437,baseline,normal,0.0,No defense mechanisms
13.139999999999999,57.55672453457269,baseline,normal,0.0,No defense mechanisms
13.2,50.109663257867666,baseline,normal,0.0,No defense mechanisms
13.26,58.84722765920248,baseline,normal,0.0,No defense mechanisms
13.32,34.974675472859474,baseline,normal,0.0,No defense mechanisms
13.379999999999999,36.17916911413864,baseline,normal,0.0,No defense mechanisms
13.44,56.50869180252907,baseline,normal,0.0,No defense mechanisms
13.5,54.11564882568342,baseline,normal,0.0,No defense mechanisms
13.559999999999999,69.65665687457947,baseline,normal,0.0,No defense mechanisms
13.62,56.531000557943706,baseline,normal,0.0,No defense mechanisms
13.68,40.0607829910379,baseline,normal,0.0,No defense mechanisms
13.74,42.81287663445821,baseline,normal,0.0,No defense mechanisms
13.799999999999999,36.85365370585635,baseline,normal,0.0,No defense mechanisms
13.86,50.079927242903686,baseline,normal,0.0,No defense mechanisms
13.92,58.87316613786416,baseline,normal,0.0,No defense mechanisms
13.979999999999999,33.27531062574063,baseline,normal,0.0,No defense mechanisms
14.04,38.43874837072086,baseline,normal,0.0,No defense mechanisms
14.1,51.18270327070947,baseline,normal,0.0,No defense mechanisms
14.16,39.59599533607144,baseline,normal,0.0,No defense mechanisms
14.219999999999999,45.76924493337479,baseline,normal,0.0,No defense mechanisms
14.28,55.03107548860427,baseline,normal,0.0,No defense mechanisms
14.34,72.45188825769901,baseline,normal,0.0,No defense mechanisms
14.399999999999999,38.730606653897745,baseline,normal,0.0,No defense mechanisms
14.459999999999999,50.188780997332564,baseline,normal,0.0,No defense mechanisms
14.52,47.48218162232629,baseline,normal,0.0,No defense mechanisms
14.58,54.48899015759209,baseline,normal,0.0,No defense mechanisms
14.639999999999999,34.84211572340151,baseline,normal,0.0,No defense mechanisms
14.7,38.47617052926377,baseline,normal,0.0,No defense mechanisms
14.76,27.228244735091664,baseline,normal,0.0,No defense mechanisms
14.82,54.362107197855714,baseline,normal,0.0,No defense mechanisms
14.879999999999999,48.427841089528094,baseline,normal,0.0,No defense mechanisms
14.94,61.65807844523758,baseline,normal,0.0,No defense mechanisms
15.0,43.576937296320665,baseline,normal,0.0,No defense mechanisms
15.059999999999999,63.69868986771408,baseline,normal,0.0,No defense mechanisms
15.12,33.216116156477995,baseline,normal,0.0,No defense mechanisms
15.18,43.30019617072772,baseline,normal,0.0,No defense mechanisms
15.24,54.336951631605814,baseline,normal,0.0,No defense mechanisms
15.299999999999999,32.78559684435233,baseline,normal,0.0,No defense mechanisms
15.36,56.913864725267345,baseline,normal,0.0,No defense mechanisms
15.42,46.98268202737581,baseline,normal,0.0,No defense mechanisms
15.479999999999999,55.87510750571274,baseline,normal,0.0,No defense mechanisms
15.54,51.624767108844544,baseline,normal,0.0,No defense mechanisms
15.6,54.92757346688812,baseline,normal,0.0,No defense mechanisms
15.66,46.31194135484779,baseline,normal,0.0,No defense mechanisms
15.719999999999999,53.602087704954435,baseline,normal,0.0,No defense mechanisms
15.78,34.5919483178279,baseline,normal,0.0,No defense mechanisms
15.84,35.709983715730274,baseline,normal,0.0,No defense mechanisms
15.899999999999999,48.11241496677719,baseline,normal,0.0,No defense mechanisms
15.959999999999999,46.16138120809381,baseline,normal,0.0,No defense mechanisms
16.02,54.70855430804669,baseline,normal,0.0,No defense mechanisms
16.08,57.70177342464563,baseline,normal,0.0,No defense mechanisms
16.14,24.305625404074583,baseline,normal,0.0,No defense mechanisms
16.2,32.78765032726098,baseline,normal,0.0,No defense mechanisms
16.259999999999998,54.78091389203146,baseline,normal,0.0,No defense mechanisms
16.32,51.13231280177702,baseline,normal,0.0,No defense mechanisms
16.38,50.110886401094724,baseline,normal,0.0,No defense mechanisms
16.439999999999998,65.29715931178846,baseline,normal,0.0,No defense mechanisms
16.5,34.76163751839659,baseline,normal,0.0,No defense mechanisms
16.56,38.63296311161708,baseline,normal,0.0,No defense mechanisms
16.62,44.3077773706716,baseline,normal,0.0,No defense mechanisms
16.68,30.417637271380542,baseline,normal,0.0,No defense mechanisms
16.74,53.23493562080163,baseline,normal,0.0,No defense mechanisms
16.8,46.821934426590005,baseline,normal,0.0,No defense mechanisms
16.86,50.96802103201942,baseline,normal,0.0,No defense mechanisms
16.919999999999998,47.7844675568879,baseline,normal,0.0,No defense mechanisms
16.98,60.596792673619206,baseline,normal,0.0,No defense mechanisms
17.04,50.35186713036668,baseline,normal,0.0,No defense mechanisms
17.099999999999998,61.70807956681104,baseline,normal,0.0,No defense mechanisms
17.16,54.18551491637557,baseline,normal,0.0,No defense mechanisms
17.22,53.39287952624177,baseline,normal,0.0,No defense mechanisms
17.28,45.53290352230001,baseline,normal,0.0,No defense mechanisms
17.34,38.419829661749716,baseline,normal,0.0,No defense mechanisms
17.4,48.00734600649456,baseline,normal,0.0,No defense mechanisms
17.46,52.331031459075106,baseline,normal,0.0,No defense mechanisms
17.52,67.69132898589248,baseline,normal,0.0,No defense mechanisms
17.58,50.439949380458906,baseline,normal,0.0,No defense mechanisms
17.64,54.510242976046946,baseline,normal,0.0,No defense mechanisms
17.7,39.28102707491253,baseline,normal,0.0,No defense mechanisms
17.759999999999998,58.856396761395715,baseline,normal,0.0,No defense mechanisms
17.82,52.81090499804235,baseline,normal,0.0,No defense mechanisms
17.88,43.85442530259923,baseline,normal,0.0,No defense mechanisms
17.939999999999998,42.82219410900851,baseline,normal,0.0,No defense mechanisms
18.0,52.88059516560615,baseline,normal,0.0,No defense mechanisms
18.06,50.83307340496706,baseline,normal,0.0,No defense mechanisms
18.12,55.49241355536975,baseline,normal,0.0,No defense mechanisms
18.18,44.972608550783484,baseline,normal,0.0,No defense mechanisms
18.24,27.86201529503257,baseline,normal,0.0,No defense mechanisms
18.3,56.010347150757624,baseline,normal,0.0,No defense mechanisms
18.36,68.46050621903018,baseline,normal,0.0,No defense mechanisms
18.419999999999998,46.83769465314724,baseline,normal,0.0,No defense mechanisms
18.48,52.96881027037801,baseline,normal,0.0,No defense mechanisms
18.54,46.30738320382747,baseline,normal,0.0,No defense mechanisms
18.599999999999998,49.64676975290302,baseline,normal,0.0,No defense mechanisms
18.66,58.38761516864713,baseline,normal,0.0,No defense mechanisms
18.72,50.641115781362906,baseline,normal,0.0,No defense mechanisms
18.779999999999998,57.089667737980506,baseline,normal,0.0,No defense mechanisms
18.84,56.64735213964953,baseline,normal,0.0,No defense mechanisms
18.9,42.80721162809684,baseline,normal,0.0,No defense mechanisms
18.96,53.013831350319876,baseline,normal,0.0,No defense mechanisms
19.02,34.410521867638565,baseline,normal,0.0,No defense mechanisms
19.08,40.05232757988086,baseline,normal,0.0,No defense mechanisms
19.14,51.8430005713226,baseline,normal,0.0,No defense mechanisms
19.2,26.048835897396664,baseline,normal,0.0,No defense mechanisms
19.259999999999998,51.01225698582239,baseline,normal,0.0,No defense mechanisms
19.32,54.66625818999343,baseline,normal,0.0,No defense mechanisms
19.38,50.678129851037035,baseline,normal,0.0,No defense mechanisms
19.439999999999998,51.910808012009355,baseline,normal,0.0,No defense mechanisms
19.5,12.561155442428479,baseline,normal,0.0,No defense mechanisms
19.56,60.00052096929605,baseline,normal,0.0,No defense mechanisms
19.62,67.04879601830291,baseline,normal,0.0,No defense mechanisms
19.68,39.33998467998494,baseline,normal,0.0,No defense mechanisms
19.74,68.82688381154375,baseline,normal,0.0,No defense mechanisms
19.8,29.97502619052853,baseline,normal,0.0,No defense mechanisms
19.86,43.31273952776938,baseline,normal,0.0,No defense mechanisms
19.919999999999998,61.83307067863324,baseline,normal,0.0,No defense mechanisms
19.98,53.96921099227622,baseline,normal,0.0,No defense mechanisms
20.04,57.35118731786487,baseline,normal,0.0,No defense mechanisms
20.099999999999998,57.49462683283497,baseline,normal,0.0,No defense mechanisms
20.16,38.25384990603747,baseline,normal,0.0,No defense mechanisms
20.22,53.28107779630252,baseline,normal,0.0,No defense mechanisms
20.279999999999998,48.95040090705897,baseline,normal,0.0,No defense mechanisms
20.34,56.31430579690759,baseline,normal,0.0,No defense mechanisms
20.4,25.243154377726466,baseline,normal,0.0,No defense mechanisms
20.46,58.01070405213946,baseline,normal,0.0,No defense mechanisms
20.52,51.952771915127975,baseline,normal,0.0,No defense mechanisms
20.58,44.817413989866736,baseline,normal,0.0,No defense mechanisms
20.64,42.30000988313036,baseline,normal,0.0,No defense mechanisms
20.7,50.45001643144619,baseline,normal,0.0,No defense mechanisms
20.759999999999998,61.19019167905545,baseline,normal,0.0,No defense mechanisms
20.82,60.9396026042631,baseline,normal,0.0,No defense mechanisms
20.88,40.89763254965629,baseline,normal,0.0,No defense mechanisms
20.939999999999998,42.17781304623198,baseline,normal,0.0,No defense mechanisms
21.0,54.31196614946586,baseline,normal,0.0,No defense mechanisms
21.06,44.87940412519873,baseline,normal,0.0,No defense mechanisms
21.119999999999997,43.40869673163144,baseline,normal,0.0,No defense mechanisms
21.18,40.93296003939322,baseline,normal,0.0,No defense mechanisms
21.24,61.61408423548369,baseline,normal,0.0,No defense mechanisms
21.3,55.69991303187905,baseline,normal,0.0,No defense mechanisms
21.36,44.74702339644028,baseline,normal,0.0,No defense mechanisms
21.419999999999998,39.92702776624684,baseline,normal,0.0,No defense mechanisms
21.48,46.942636815943466,baseline,normal,0.0,No defense mechanisms
21.54,43.787281269563074,baseline,normal,0.0,No defense mechanisms
21.599999999999998,70.32275775092269,baseline,normal,0.0,No defense mechanisms
21.66,45.738200884542536,baseline,normal,0.0,No defense mechanisms
21.72,54.77012672013657,baseline,normal,0.0,No defense mechanisms
21.779999999999998,59.25205359508498,baseline,normal,0.0,No defense mechanisms
21.84,64.88778913446943,baseline,normal,0.0,No defense mechanisms
21.9,45.72150424294864,baseline,normal,0.0,No defense mechanisms
21.96,66.74165672119352,baseline,normal,0.0,No defense mechanisms
22.02,62.29683148786885,baseline,normal,0.0,No defense mechanisms
22.08,50.51498298135629,baseline,normal,0.0,No defense mechanisms
22.14,37.005883099452035,baseline,normal,0.0,No defense mechanisms
22.2,49.86315730181339,baseline,normal,0.0,No defense mechanisms
22.259999999999998,69.84388674284028,baseline,normal,0.0,No defense mechanisms
22.32,67.12652894246956,baseline,normal,0.0,No defense mechanisms
22.38,61.56628429931508,baseline,normal,0.0,No defense mechanisms
22.439999999999998,41.61862068495775,baseline,normal,0.0,No defense mechanisms
22.5,42.749138588168144,baseline,normal,0.0,No defense mechanisms
22.56,60.81373297891782,baseline,normal,0.0,No defense mechanisms
22.619999999999997,38.552704777052895,baseline,normal,0.0,No defense mechanisms
22.68,44.30282699120046,baseline,normal,0.0,No defense mechanisms
22.74,56.646093421635165,baseline,normal,0.0,No defense mechanisms
22.8,66.2379075464958,baseline,normal,0.0,No defense mechanisms
22.86,44.92782209601833,baseline,normal,0.0,No defense mechanisms
22.919999999999998,39.82575352613206,baseline,normal,0.0,No defense mechanisms
22.98,58.3690818062297,baseline,normal,0.0,No defense mechanisms
23.04,53.14204259755914,baseline,normal,0.0,No defense mechanisms
23.099999999999998,38.104644550344894,baseline,normal,0.0,No defense mechanisms
23.16,42.45906978591356,baseline,normal,0.0,No defense mechanisms
23.22,49.56703658274085,baseline,normal,0.0,No defense mechanisms
23.279999999999998,43.03757501327149,baseline,normal,0.0,No defense mechanisms
23.34,40.984878421632985,baseline,normal,0.0,No defense mechanisms
23.4,33.148916639257294,baseline,normal,0.0,No defense mechanisms
23.46,60.199360666658016,baseline,normal,0.0,No defense mechanisms
23.52,41.19684043758341,baseline,normal,0.0,No defense mechanisms
23.58,43.248737644078474,baseline,normal,0.0,No defense mechanisms
23.64,64.2091404138323,baseline,normal,0.0,No defense mechanisms
23.7,47.246815462089224,baseline,normal,0.0,No defense mechanisms
23.759999999999998,48.25546479670806,baseline,normal,0.0,No defense mechanisms
23.82,48.52276262374052,baseline,normal,0.0,No defense mechanisms
23.88,54.86694780628863,baseline,normal,0.0,No defense mechanisms
23.939999999999998,44.856527492859726,baseline,normal,0.0,No defense mechanisms
24.0,54.17677302053495,baseline,normal,0.0,No defense mechanisms
24.06,48.73110775956635,baseline,normal,0.0,No defense mechanisms
24.119999999999997,56.68164300605504,baseline,normal,0.0,No defense mechanisms
24.18,48.80295733022355,baseline,normal,0.0,No defense mechanisms
24.24,42.302683079503595,baseline,normal,0.0,No defense mechanisms
24.3,65.89766865269353,baseline,normal,0.0,No defense mechanisms
24.36,69.1089671453757,baseline,normal,0.0,No defense mechanisms
24.419999999999998,40.01242631061445,baseline,normal,0.0,No defense mechanisms
24.48,62.67428087061647,baseline,normal,0.0,No defense mechanisms
24.54,54.85409678613473,baseline,normal,0.0,No defense mechanisms
24.599999999999998,63.623600431459394,baseline,normal,0.0,No defense mechanisms
24.66,61.64384013511237,baseline,normal,0.0,No defense mechanisms
24.72,43.69129975957145,baseline,normal,0.0,No defense mechanisms
24.779999999999998,78.82998768473016,baseline,normal,0.0,No defense mechanisms
24.84,45.83576270832191,baseline,normal,0.0,No defense mechanisms
24.9,45.25022229121663,baseline,normal,0.0,No defense mechanisms
24.96,56.80653575027312,baseline,normal,0.0,No defense mechanisms
25.02,48.21277265152684,baseline,normal,0.0,No defense mechanisms
25.08,56.71600060720631,baseline,normal,0.0,No defense mechanisms
25.14,48.94067957562127,baseline,normal,0.0,No defense mechanisms
25.2,38.5347311038379,baseline,normal,0.0,No defense mechanisms
25.259999999999998,38.97859957231772,baseline,normal,0.0,No defense mechanisms
25.32,68.21577271216594,baseline,normal,0.0,No defense mechanisms
